"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"BCMG","599","PhD Thesis Research","2509","Biochem & Molecular Genetics","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","Chronis, Konstantinos","20"
"BHIS","503","Comm Skills in HI","2318","Biomed & Health Info Sciences","17","11","2","0","0","0","0","0","0","0","0","0","0","0","0","2","Lui, Dick Ray","32"
"BHIS","538","Health Care IT Admin","2318","Biomed & Health Info Sciences","8","1","0","0","0","0","0","0","1","0","0","0","0","0","0","2","Marcotte, Jill Linda","12"
"BIOS","325","Human Embryology","2453","Biological Sciences","61","22","4","0","4","0","0","0","0","0","0","0","0","0","0","1","Bassett, Andrea Louise","92"
"BME","339","Biostatistics I","2437","Biomedical Eng - Engineering","11","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Wang, Zhinan","16"
"CI","482","Testing &Instruct:Bilingualism","2783","Curriculum and Instruction","25","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Rao, Arthi Bhimsen","29"
"COMM","250","Social Media and Society","2493","Communication","8","8","2","1","1","0","0","0","0","0","0","0","0","0","0","1","Meraz, Sharon M","21"
"CS","107","Intro Comp & Programming","2699","Computer Science","4","5","1","0","0","0","0","0","0","0","0","0","0","0","0","2","Bell, John T","12"
"CS","294","Technical Interview Prep Cours","2699","Computer Science","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","Kanich, Chris","23"
"CS","391","Computer Science Practicum","2699","Computer Science","0","0","0","0","0","0","0","0","8","0","0","0","0","9","2","0","Troy, Patrick A","19"
"ECON","221","Macroeconomics","2525","Economics","7","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","12"
"ENDO","620","Endodontics Clinic","2216","Endodontics","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Johnson, Bradford Ray","10"
"ENGL","118","Intro Af Amer Lit, 1760-1910","2363","Black Studies","9","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","Clarke, Ainsworth A.","11"
"ENTR","320","Business Internship","2846","Managerial Studies","0","0","0","0","0","0","0","0","1","0","0","0","0","13","0","0","Warner, Tracy L","14"
"EPSY","522","Internship in Early Childhood","2621","Educational Psychology","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Delgado, Christina","13"
"FIN","423","Financial Modeling","2691","Finance","5","2","2","1","0","0","0","0","0","0","0","0","0","0","0","2","Healy, Thomas Charles","12"
"GLAS","290","Topics Asian American Studies","2873","Prog in Global Asian Studies","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Martell, Mark R","19"
"HIM","534","Hlthcre Voc & Clin Classif Sys","2318","Biomed & Health Info Sciences","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","Ramirez, Gideon","15"
"HIST","235","The Rise and Fall of Communism","2316","History","25","11","0","2","1","0","0","0","0","0","0","0","0","0","0","1","Fidelis, Malgorzata","40"
"HON","222","Honors Activity","2310","Honors College","0","0","0","0","0","0","0","11","0","0","0","0","0","12","0","0","DeBoer, Celia Annette","23"
"IDS","355","Operations Management","2672","Information/Decision Sciences","31","17","5","4","1","0","0","0","0","0","0","0","0","0","0","0","Ouksel, Aris M","58"
"IPHS","511","Personal Leadership Devel","2592","School of Public Health","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Flores, Alina Lopez","20"
"IPHS","650","Applied Practice Experience","2592","School of Public Health","0","0","0","0","0","0","0","7","13","0","0","0","0","4","0","1","Rothstein, Jessica","25"
"KN","254","Human Anatomy & Phys II","2960","Kinesiology and Nutrition","4","7","1","1","0","0","0","0","0","0","0","0","0","0","0","0","Corbo, Gillian","13"
"LAW","407","Academic Skills","2984","UIC Law","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","Ketter, Christian Edward","3"
"LAW","422","LSIII","2984","UIC Law","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Joshi, Ronak","12"
"LAW","594","Special Topics: AI Law & Polic","2984","UIC Law","15","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Suh, Kenneth","22"
"MATH","110","College Algebra","2610","Math, Statistics, & Comp Scnc","8","6","11","2","0","0","0","0","0","0","0","0","0","0","0","1","Woldeit, Anthony John","28"
"BHIS","541","Health Data Analytics","2318","Biomed & Health Info Sciences","16","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Krive, Jacob","19"
"BIOS","104","Biology for Non-majors","2453","Biological Sciences","9","14","3","1","2","0","0","0","0","0","0","0","0","0","0","3","Muller, Michael T","32"
"BIOS","326","Embryology Laboratory","2453","Biological Sciences","44","14","3","2","3","0","0","0","0","0","0","0","0","0","0","0","Bassett, Andrea Louise","66"
"BIOS","431","Plant & Animal Interactions","2453","Biological Sciences","8","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Warpeha, Katherine Mary","13"
"BVIS","542","Animation II","2318","Biomed & Health Info Sciences","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Antia-Obong, Amami Elizabeth","14"
"CHSC","430","Public Health Policy","2245","Community Health Sciences","10","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Cochran, Laura M","21"
"CI","472","Testing/ESL Instruction","2783","Curriculum and Instruction","22","1","0","0","0","0","0","0","0","0","3","0","0","0","0","2","Nasir, Ambareen","28"
"CLER","632","Psychiatry","2307","Psychiatry","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","Thomas, Dorian E","6"
"CME","494","Geomatics Engineering","2737","Civil, Matls & Env Engineering","9","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","Peiravian, Farideddin","11"
"COMM","225","Advertising and Society","2493","Communication","17","2","0","1","1","0","0","0","0","0","0","0","0","0","0","2","Page, Janis Teruggi","23"
"CS","401","Computer Algorithms I","2610","Math, Statistics, & Comp Scnc","9","14","6","0","1","0","0","0","0","0","0","0","0","0","0","2","Verschelde, Jan","32"
"CS","474","Obj-Oriented Langs & Envs","2699","Computer Science","6","6","5","6","1","0","0","0","0","0","0","0","0","0","0","0","Grechanik, Mark","24"
"DHD","567","AAC Autism Spectrum Disorder","2871","Disability & Human Development","19","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bay, Stephanie Vallera","22"
"ECE","340","Electronics I","2949","Electrical & Computer Engr","13","5","5","3","0","0","0","0","0","0","0","0","0","0","0","0","Metlushko, Vitali V","26"
"ECON","121","Principles of Macroeconomics","2525","Economics","11","10","2","1","0","0","0","0","1","0","0","0","0","0","0","0","Grad Asst","25"
"ED","210","Learning and Instruction","2208","Education","10","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","14"
"EDPS","470","Collective Bargain Pract & Pol","2835","Educational Policy Studies","9","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Superfine, Benjamin M","10"
"EDPS","519","Student Transitions to College","2835","Educational Policy Studies","13","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Luedke, Courtney L","15"
"EDPS","568","Education and the Law","2835","Educational Policy Studies","0","0","0","0","0","0","0","17","1","0","0","0","0","0","0","0","Mayrowetz, David S","18"
"ELSI","023","Listening/Speaking 3 IEP","2692","Tutorium in Intensive English","0","0","0","0","0","0","0","0","0","0","0","0","0","3","9","0","Grad Asst","12"
"ENGL","160","Academic Writing I","2492","English","3","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","11"
"EPSY","523","Adv Curriculum & Practice","2783","Curriculum and Instruction","25","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Maples, Marissa Jacqueline","27"
"FIN","250","Personal Finance","2691","Finance","14","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","Fuzesi, Barbara","19"
"HN","110","Foods","2960","Kinesiology and Nutrition","10","5","2","1","1","0","0","0","0","0","0","0","0","0","0","0","Lyles, Renea Michelle","19"
"IDS","567","Business Data Visualization","2672","Information/Decision Sciences","29","11","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","42"
"IDS","570","Statistics for Management","2672","Information/Decision Sciences","2","6","3","1","0","0","0","0","0","0","0","0","0","0","0","0","Sparks, John","12"
"IPHS","420","Interprofessional Education","2592","School of Public Health","0","0","0","0","0","0","0","0","1","0","0","0","0","11","0","0","Bonney, Tessa Harris","12"
"IPHS","699","Research PH Sciences-DrPH","2592","School of Public Health","0","0","0","0","0","0","0","0","2","0","0","0","0","14","0","0","Seweryn, Steven M","16"
"ACTG","326","Cost Accounting","2656","Accounting","2","6","5","1","0","0","0","0","0","0","0","0","0","0","0","0","Jastrzebski, Ronald J","14"
"AH","160","Trends in Contemp Art","2910","Art History","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","Grad Asst","15"
"AH","270","African Art","2910","Art History","7","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","12"
"BIOS","230","Evolution and Ecology","2453","Biological Sciences","8","8","4","2","0","0","0","0","0","0","0","0","0","0","0","0","Ale, Som Bahadur","22"
"BIOS","343","Animal Physiological Systems","2453","Biological Sciences","15","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","Molumby, Alan J","19"
"BLST","101","Intro Black Diaspora Studies","2363","Black Studies","21","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","LaMothe, Mario Jacques","25"
"BVIS","500","BVIS Techniques","2318","Biomed & Health Info Sciences","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Cloninger, Kelly Lee","20"
"BVIS","504","Visual Storytelling in BVIS","2318","Biomed & Health Info Sciences","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Lebowicz, Leah Amanda","19"
"BVIS","538","Medical Legal Visualization","2318","Biomed & Health Info Sciences","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Antia-Obong, Amami Elizabeth","12"
"CD","522","Chicago Charette I","2727","Urban Planning and Policy","3","0","0","0","0","0","0","0","8","0","1","0","0","0","0","0","Jackson, April","12"
"CHEM","123","Foundations of Chem Inquiry I","2458","Chemistry","14","29","13","5","2","0","0","0","0","0","0","0","0","0","0","2"," ,","65"
"CI","429","Sec Sci Ed in Urban Settings","2783","Curriculum and Instruction","11","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","Nishimura, Marlynne K","12"
"CME","201","Statics","2737","Civil, Matls & Env Engineering","5","1","3","0","0","0","0","0","8","0","0","0","0","0","0","0","Peiravian, Farideddin","17"
"CS","194","Technical Interview Prep Cours","2699","Computer Science","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","Kanich, Chris","10"
"DAOB","341","Applied Oral and Behav Sci IX","2758","Dentistry Administration","44","25","0","0","0","0","0","48","0","0","0","0","0","0","0","0","Ward, Stephanie M","117"
"ECE","341","Probabil &Rand Proc for Engr","2949","Electrical & Computer Engr","2","3","5","3","0","0","0","0","0","0","0","0","0","0","0","0","Yardimci Cetin, Yasemin","13"
"ECON","333","International Economics","2525","Economics","5","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","10"
"ECON","520","Microecon for Business","2525","Economics","49","8","2","1","2","0","0","0","1","0","0","0","0","0","0","0","Adams, Vangeliya Pavlova","63"
"ENGL","160","Academic Writing I","2492","English","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Romero, Katharine Chynna","12"
"ENGL","161","Academic Writing II","2492","English","30","20","3","1","11","0","0","0","0","0","0","0","0","0","0","3","Grad Asst","68"
"ENGL","161","Academic Writing II","2492","English","9","4","3","2","2","0","0","0","0","0","0","0","0","0","0","1","Williams, Charitianne","21"
"FIN","300","Intro to Finance","2691","Finance","6","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Bern, Lester","17"
"GEMS","599","Mentored Research","2718","Administration","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","Sharma, Kamal","19"
"HN","455","Supervised Practice II","2960","Kinesiology and Nutrition","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","Oshita, Shayna Emily","34"
"HN","594","Adv Tpcs Pediatric Nutrition","2960","Kinesiology and Nutrition","19","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Niewinski, Mary","22"
"HPA","432","Public Health Advocacy","2399","Health Policy & Administration","8","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Hamilton, Kristina Ashley","17"
"IPHS","594","Implementation Science","2592","School of Public Health","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Asada, Yuka","29"
"IPHS","650","Applied Practice Experience","2592","School of Public Health","0","0","0","0","0","0","0","0","15","0","1","0","0","3","0","0","Shade McCay, Michele LaVerne","19"
"ACTG","445","Federal Income Tax I","2656","Accounting","4","6","3","0","1","0","0","0","0","0","0","0","0","0","0","0","McLaughlin, Michael Patrick","14"
"ANTH","102","Intro to Archaeology","2841","Anthropology","21","7","0","1","0","0","0","0","0","0","0","0","0","0","0","1","LaMotta, Vincent","30"
"BIOS","110","Biol of Cells & Organisms","2453","Biological Sciences","20","19","6","0","1","0","0","0","0","0","0","0","0","0","0","0","Muller, Michael T","46"
"CLER","637","Family Medicine Clerkship","2636","Family and Community Medicine","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","Thomas, Dorian E","5"
"CME","591","Civil &Material Eng Internship","2737","Civil, Matls & Env Engineering","0","0","0","0","0","0","0","0","0","0","0","0","0","12","1","0","Ataei, Hossein","13"
"CS","111","Program Design I","2699","Computer Science","11","8","5","2","1","0","0","0","0","0","0","0","0","0","0","4","Reckinger, Shanon Marie","31"
"CS","211","Programming Practicum","2699","Computer Science","14","10","10","1","0","0","0","0","0","0","0","0","0","0","0","2","Reckinger, Scott J","37"
"CS","591","Computer Science Internship","2699","Computer Science","0","0","0","0","0","0","0","0","9","0","0","0","0","4","0","0","Di Eugenio, Barbara","13"
"DAOB","321","Applied Oral and Behav Sci III","2758","Dentistry Administration","31","23","0","0","0","0","0","13","0","0","0","0","0","0","0","0","Chang, Priscilla Pauline","67"
"EAES","101","Global Environmental Change","2474","Earth & Environmental Sciences","19","17","4","2","1","0","0","0","0","0","0","0","0","0","0","0","Malone, Andrew","43"
"ECE","266","Intro to Embedded Systems","2949","Electrical & Computer Engr","6","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Gandhi, Bhavan Raman","10"
"ELSI","013","Reading/Writing 3, IEP","2692","Tutorium in Intensive English","0","0","0","0","0","0","0","0","0","0","0","0","0","4","6","0","Grad Asst","10"
"ENDO","613","Pharm for the Dental Speclist","2216","Endodontics","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","Weeks, Stephen M","17"
"EPSY","255","Child Dev Contemp Society","2621","Educational Psychology","26","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Kelly, Sarai Rodriguez","32"
"HIM","486","Foundations of HIM","2318","Biomed & Health Info Sciences","9","2","0","2","1","0","0","0","0","0","0","0","0","0","0","0","Glondys, Barbara A","14"
"HIST","249","The American Civil War","2316","History","7","18","4","2","4","0","0","0","0","0","0","0","0","0","0","0","Bui, Long B","35"
"HPA","495","MHA Preceptorship","2399","Health Policy & Administration","0","0","0","0","0","0","0","0","4","0","0","0","0","22","0","0","Andersen, Adam M","26"
"IDS","552","Supply Chain Management","2672","Information/Decision Sciences","38","5","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Liotine, Matthew","45"
"IPHS","403","Public Health Systems","2592","School of Public Health","27","2","0","0","0","0","0","0","3","0","0","0","0","0","0","2","Chan, Kee","34"
"JD","434","Entertain Law","2984","UIC Law","17","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Rubin, E Leonard","25"
"LALS","101","Intro Latin American Studies","2988","Latin American &Latino Studies","12","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Feldmann, Andreas","15"
"LAW","406","Topics in Property Law","2984","UIC Law","3","18","11","2","1","0","0","0","0","0","0","0","0","0","0","7","Lambertson, Andrew","42"
"LAW","422","LSIII","2984","UIC Law","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Bradley, Thomas","13"
"LRSC","594","Geometry and Measurement","2480","Graduate Admin","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Pitvorec, Kathleen A","16"
"MATH","180","Calculus I","2610","Math, Statistics, & Comp Scnc","14","14","10","5","0","0","0","0","0","0","0","0","0","0","0","3","Steenbergen, John","46"
"MBA","594","Fundamentals for Derivatives","2785","Business Administration Admini","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Co, Richard","12"
"MBA","594","Global Product Planning","2785","Business Administration Admini","33","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Cigolini, Roberto","45"
"MDC","605","Block5: Digestion&Homeost 2","2718","Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Thomas, Dorian E","0"
"BA","494","Global Career Accelerator","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","Rausch, Kyle Curtis","43"
"BHIS","529","Business Intel & Analytics","2318","Biomed & Health Info Sciences","18","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Isola, Miriam L.","26"
"BHIS","595","BHIS Seminar","2318","Biomed & Health Info Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","Lebowicz, Leah Amanda","20"
"BIOS","120","Populations & Communities","2453","Biological Sciences","16","7","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Molumby, Alan J","26"
"BIOS","220","Genetics","2453","Biological Sciences","15","10","20","7","3","0","0","0","2","0","0","0","0","0","0","3","Okkema, Peter G","60"
"BIOS","336","Animal Behavior Laboratory","2453","Biological Sciences","10","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Nelson, Karin Noel","14"
"BIOS","350","General Microbiology","2453","Biological Sciences","43","46","10","3","1","0","0","0","0","0","0","0","0","0","0","1","Mills, Michael","104"
"CD","523","Chicago Charette II","2727","Urban Planning and Policy","3","0","0","0","0","0","0","0","8","0","1","0","0","0","0","0","Jackson, April","12"
"CELE","604","Advanced Emerg Medicine","2498","Emergency Medicine","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","Thomas, Dorian E","5"
"CELE","620","Advancing Clinical Reasoning","2857","Medical Education","0","0","0","0","0","0","0","35","0","0","3","0","0","0","0","0","Grad Asst","38"
"CHEM","122","Matter and Energy","2458","Chemistry","1","4","11","0","3","0","0","0","1","0","0","0","0","0","0","3","Tripa, Cornel Emil","23"
"CI","464","Bilingualism and Literacy","2783","Curriculum and Instruction","13","4","3","1","1","0","0","0","0","0","0","0","0","0","0","1","Monsivais Diers, Norma","23"
"CLER","602","Psychiatry","2722","Psychiatry","0","0","0","0","0","0","0","23","1","0","0","0","0","0","0","0","Thomas, Dorian E","24"
"CLER","603","Pediatrics","2905","Pediatrics","0","0","0","0","0","0","0","25","1","0","0","0","0","0","0","0","Boucher-Berry, Claudia C","26"
"CLER","618","Pediatrics","2821","Pediatrics","0","0","0","0","0","0","0","8","0","0","4","0","0","0","0","0","Kandikattu, Bhavana Thota","12"
"CLER","633","Pediatrics","2339","Pediatrics","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","Thomas, Dorian E","12"
"CLJ","356","Comm Corrections & Reentry","2909","Criminology, Law, and Justice","7","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Gunn, Alana Janell","13"
"COMM","102","Intro Interpersonal Comm","2493","Communication","17","7","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Page, Janis Teruggi","25"
"DAOB","331","Applied Oral and Behav Sci VI","2758","Dentistry Administration","18","38","5","0","0","0","0","5","0","0","0","0","0","0","0","0","Dunlap, Michael A","66"
"ENGL","230","Intro to Film and Culture","2492","English","13","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Drown, James Remick","16"
"ENTR","444","Entrepreneurial Finance BBA","2846","Managerial Studies","7","9","5","0","0","0","0","0","0","0","0","0","0","0","0","0","Porter, Brian Ernst","21"
"FIN","320","Managerial Finance","2691","Finance","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Thewissen, James","17"
"FIN","500","Intro to Corp Finance","2691","Finance","20","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Hu, Xiaoqing","23"
"FIN","550","Personal Finance","2691","Finance","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Fuzesi, Barbara","15"
"HPA","407","Fundamentals Emergency Mgmt","2399","Health Policy & Administration","10","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Sambanis, Apostolis Stefanos","11"
"IPHS","401","Determinants Population Health","2592","School of Public Health","22","7","2","2","0","0","0","0","0","0","0","0","0","0","0","2","Shapiro-Berkson, Stephanie B","35"
"JD","423","Prof Responsibility","2984","UIC Law","12","21","6","0","0","0","0","0","0","0","0","0","0","0","0","0","Bernabe, Alberto","39"
"MDC","623","Synthesis 5-6","2718","Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Thomas, Dorian E","0"
"ACTG","315","Intermediate Financial Actg I","2656","Accounting","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Andrews, Dean","13"
"ACTG","470","Ethical Environment Business","2656","Accounting","5","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","Scully, George","12"
"ANTH","105","Human Evolution","2841","Anthropology","18","13","4","1","0","0","0","0","0","0","0","0","0","0","0","1","Sacks, Lita","37"
"BIOS","331","Ecology Laboratory","2453","Biological Sciences","9","7","4","0","0","0","0","0","0","0","0","0","0","0","0","0","Ale, Som Bahadur","20"
"BLST","100","Introduction to Black Studies","2363","Black Studies","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","Grad Asst","10"
"BVIS","552","Graphic Design","2318","Biomed & Health Info Sciences","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","Schaar, Christine Anne","19"
"CELE","602","Anesthesiology","2258","Anesthesiology","0","0","0","0","0","0","0","4","0","0","1","0","0","0","0","0","Nishioka, Hokuto","5"
"CHEM","101","Preparatory Chemistry","2458","Chemistry","9","9","8","0","1","0","0","0","0","0","0","0","0","0","0","2"," ,","29"
"CHEM","125","Foundations of Chem Inquiry II","2458","Chemistry","18","14","14","2","1","0","0","0","0","0","0","0","0","0","0","2"," ,","51"
"CI","540","Linguistics for Teachers","2783","Curriculum and Instruction","16","1","2","0","1","0","0","0","0","0","0","0","0","0","0","2","Razfar, Aria","22"
"CLER","621","Family Practice","2254","Family and Community Medicine","0","0","0","0","0","0","0","6","1","0","5","0","0","0","0","0","Grad Asst","12"
"CLER","631","Obstetrics and Gynecology","2677","Obstetrics & Gynecology","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","Thomas, Dorian E","14"
"CS","361","Systems Programming","2699","Computer Science","12","9","4","1","3","0","0","0","0","0","0","0","0","0","0","1","Maratos, George P","30"
"DCLE","341","Community Learning Exper I","2758","Dentistry Administration","0","0","0","0","0","0","0","2","0","0","0","0","0","115","0","0","Noorullah, Khatija","117"
"DHD","549","3D Printing for Assistive Tech","2871","Disability & Human Development","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hooyenga, Kathy A","12"
"ECON","220","Microeconomics","2525","Economics","4","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Tauras, John Arvydas","11"
"ED","200","Educ Policy Foundations","2208","Education","10","5","3","3","0","0","0","0","0","0","0","0","0","0","0","1","Miller, Christopher L.","22"
"EPSY","382","Child, Family, and Comm","2621","Educational Psychology","19","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","Schutz, Kristine Marie","23"
"EPSY","503","Quantitative Inquiry in Ed","2621","Educational Psychology","18","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Smith, Everett V","20"
